Law ID,state,FIPS Code,Law Class (num),Law Class,Law Class Subtype,Handguns or Long Guns,Effect,Type of Change
WA1008,Washington,53,7,minimum age,youth possession,long gun,Restrictive,Implement
WA1009,Washington,53,7,minimum age,youth possession,handgun,,
WA1010,Washington,53,7,minimum age,purchase and sale,handgun,Restrictive,Implement
WA1011,Washington,53,7,minimum age,purchase and sale,long gun,Permissive,Implement
WA1012,Washington,53,7,minimum age,purchase and sale,long gun,,
WA1014,Washington,53,8,open carry,not restricted,handgun,,
WA1015,Washington,53,11,registration,,handgun,,
WA1016,Washington,53,13,waiting period,,handgun,Restrictive,Implement
WA1017,Washington,53,13,waiting period,,handgun,Restrictive,Modify
WA1018,Washington,53,13,waiting period,,handgun,Permissive,Modify
WA1019,Washington,53,13,waiting period,,long gun,,
WA1020,Washington,53,5,dealer license,,handgun,Restrictive,Implement
WA1021,Washington,53,1,background checks,private sales,long gun,,
WA1022,Washington,53,1,background checks,sales from dealer,handgun,,
WA1023,Washington,53,4,child access laws,negligent storage,handgun and long gun,,
WA1024,Washington,53,11,registration,,long gun,,
WA1025,Washington,53,10,prohibited possessor,dvro : discretionary surrender,handgun and long gun,Restrictive,Implement
WA1026,Washington,53,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
WA1027,Washington,53,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Modify
WA1028,Washington,53,10,prohibited possessor,dvro : surrender,handgun and long gun,Restrictive,Modify
WA1029,Washington,53,10,prohibited possessor,erpo : expanded,handgun and long gun,Restrictive,Implement
WA1030,Washington,53,10,prohibited possessor,erpo : ex parte,handgun and long gun,Restrictive,Implement
WA1031,Washington,53,12,safety training required,,handgun,,
WA1032,Washington,53,10,prohibited possessor,erpo,handgun and long gun,,
WA1033,Washington,53,10,prohibited possessor,dvro,handgun and long gun,,
WA1034,Washington,53,7,minimum age,youth possession,handgun,Restrictive,Implement
WA1035,Washington,53,7,minimum age,purchase and sale,handgun,Permissive,Modify
WA1036,Washington,53,7,minimum age,purchase and sale,handgun,Restrictive,Modify
WA1038,Washington,53,11,registration,,handgun,Restrictive,Implement
WA1039,Washington,53,12,safety training required,,long gun,,
WA1040,Washington,53,7,minimum age,youth possession,long gun,,
WA1041,Washington,53,10,prohibited possessor,mental health,handgun and long gun,,
WA1042,Washington,53,12,safety training required,to purchase : semi-automatic rifles,long gun,Restrictive,Implement
WA1043,Washington,53,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
WA1044,Washington,53,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
WA1045,Washington,53,8,open carry,not restricted,long gun,,
WA1046,Washington,53,6,firearm sales restrictions,,handgun and long gun,,
WA1047,Washington,53,9,permit to purchase,,handgun,,
WA1048,Washington,53,9,permit to purchase,,long gun,,
WA1049,Washington,53,3,castle doctrine,,handgun and long gun,Permissive,Implement
WA1050,Washington,53,1,background checks,private sales,handgun,Restrictive,Implement
WA1051,Washington,53,13,waiting period,semi-automatic rifles,long gun,Restrictive,Implement
WA1053,Washington,53,1,background checks,sales from dealer,long gun,Restrictive,Implement
WA1054,Washington,53,4,child access laws,negligent storage,handgun and long gun,Restrictive,Implement
WA1055,Washington,53,14,firearm removal at scene of domestic violence,required,handgun and long gun,Restrictive,Implement
WA1056,Washington,53,13,firearms in college/university,,handgun and long gun,,
WA1057,Washington,53,12,local laws preempted by state,,handgun and long gun,,
WA1058,Washington,53,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
WA1059,Washington,53,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
WA1060,Washington,53,11,required reporting of lost or stolen firearms,,handgun and long gun,,
WV1001,West Virginia,54,1,background checks,private sales,handgun,,
WV1002,West Virginia,54,1,background checks,sales from dealer,handgun,,
WV1003,West Virginia,54,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
WV1004,West Virginia,54,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Implement
WV1005,West Virginia,54,2,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,Permissive,Modify
WV1006,West Virginia,54,3,castle doctrine,,handgun and long gun,Permissive,Implement
WV1007,West Virginia,54,3,castle doctrine,stand your ground,handgun and long gun,Permissive,Modify
WV1008,West Virginia,54,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
WV1009,West Virginia,54,5,dealer license,,handgun,,
WV1010,West Virginia,54,7,minimum age,youth possession,handgun,Restrictive,Implement
WV1011,West Virginia,54,7,minimum age,purchase and sale,long gun,Restrictive,Implement
WV1012,West Virginia,54,7,minimum age,purchase and sale,handgun,,
WV1014,West Virginia,54,8,open carry,not restricted,handgun,,
WV1015,West Virginia,54,11,registration,,handgun,,
WV1016,West Virginia,54,13,waiting period,,handgun,,
WV1017,West Virginia,54,1,background checks,private sales,long gun,,
WV1019,West Virginia,54,1,background checks,sales from dealer,long gun,,
WV1020,West Virginia,54,4,child access laws,negligent storage,handgun and long gun,,
WV1021,West Virginia,54,5,dealer license,,long gun,,
WV1022,West Virginia,54,11,registration,,long gun,,
WV1023,West Virginia,54,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
WV1024,West Virginia,54,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
WV1025,West Virginia,54,10,prohibited possessor,dvro : discretionary,handgun and long gun,Restrictive,Implement
WV1026,West Virginia,54,10,prohibited possessor,dvro : expanded,handgun and long gun,Restrictive,Modify
WV1027,West Virginia,54,10,prohibited possessor,dvro : ex parte : expanded,handgun and long gun,Restrictive,Implement
WV1028,West Virginia,54,12,safety training required,,handgun,,
WV1029,West Virginia,54,10,prohibited possessor,erpo,handgun and long gun,,
WV1030,West Virginia,54,7,minimum age,purchase and sale,handgun,Restrictive,Implement
WV1031,West Virginia,54,13,waiting period,,long gun,,
WV1032,West Virginia,54,7,minimum age,youth possession,long gun,Restrictive,Implement
WV1033,West Virginia,54,12,safety training required,,long gun,,
WV1034,West Virginia,54,10,prohibited possessor,mental health,handgun and long gun,,
WV1035,West Virginia,54,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
WV1036,West Virginia,54,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
WV1037,West Virginia,54,8,open carry,not restricted,long gun,,
WV1038,West Virginia,54,7,minimum age,youth possession,handgun,,
WV1039,West Virginia,54,7,minimum age,youth possession,long gun,,
WV1040,West Virginia,54,6,firearm sales restrictions,,handgun and long gun,,
WV1041,West Virginia,54,9,permit to purchase,,handgun,,
WV1042,West Virginia,54,9,permit to purchase,,long gun,,
WV1043,West Virginia,54,13,waiting period,federal,handgun,Restrictive,Implement
WV1044,West Virginia,54,13,waiting period,federal,handgun,Permissive,Repeal
WV1045,West Virginia,54,14,firearm removal at scene of domestic violence,,handgun and long gun,,
WV1046,West Virginia,54,14,firearm removal at scene of domestic violence,required,handgun and long gun,Restrictive,Implement
WV1047,West Virginia,54,13,firearms in college/university,,handgun and long gun,,
WV1048,West Virginia,54,12,local laws preempted by state,,handgun and long gun,,
WV1049,West Virginia,54,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
WV1050,West Virginia,54,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
WV1051,West Virginia,54,11,required reporting of lost or stolen firearms,,handgun and long gun,,
WI1001,Wisconsin,55,1,background checks,private sales,handgun,,
WI1003,Wisconsin,55,1,background checks,sales from dealer,handgun,Restrictive,Implement
WI1004,Wisconsin,55,1,background checks,sales from dealer,handgun,,
WI1006,Wisconsin,55,2,carrying a concealed weapon (ccw),prohibited,handgun,Restrictive,Implement
WI1007,Wisconsin,55,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
WI1008,Wisconsin,55,3,castle doctrine,,handgun and long gun,Permissive,Implement
WI1009,Wisconsin,55,3,castle doctrine,expanded 1,handgun and long gun,Permissive,Modify
WI1010,Wisconsin,55,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
WI1011,Wisconsin,55,4,child access laws,negligent storage,handgun and long gun,Restrictive,Implement
WI1012,Wisconsin,55,5,dealer license,,handgun,Restrictive,Implement
WI1013,Wisconsin,55,5,dealer license,,handgun,,
WI1014,Wisconsin,55,7,minimum age,youth possession,long gun,Restrictive,Implement
WI1015,Wisconsin,55,7,minimum age,youth possession,long gun,,
WI1016,Wisconsin,55,7,minimum age,youth possession,handgun,Restrictive,Implement
WI1017,Wisconsin,55,7,minimum age,purchase and sale,long gun,Restrictive,Implement
WI1019,Wisconsin,55,8,open carry,not restricted,handgun,,
WI1020,Wisconsin,55,11,registration,,handgun,,
WI1021,Wisconsin,55,13,waiting period,,handgun,Restrictive,Implement
WI1022,Wisconsin,55,13,waiting period,,handgun,Permissive,Repeal
WI1023,Wisconsin,55,13,waiting period,,long gun,,
WI1024,Wisconsin,55,1,background checks,private sales,long gun,,
WI1025,Wisconsin,55,1,background checks,sales from dealer,handgun,,
WI1026,Wisconsin,55,1,background checks,sales from dealer,long gun,,
WI1027,Wisconsin,55,5,dealer license,,long gun,,
WI1028,Wisconsin,55,11,registration,,long gun,,
WI1029,Wisconsin,55,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
WI1030,Wisconsin,55,10,prohibited possessor,dvro : surrender,handgun and long gun,Restrictive,Implement
WI1031,Wisconsin,55,10,prohibited possessor,dvro : expanded,handgun and long gun,Restrictive,Modify
WI1032,Wisconsin,55,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Modify
WI1033,Wisconsin,55,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
WI1034,Wisconsin,55,12,safety training required,,handgun,,
WI1035,Wisconsin,55,10,prohibited possessor,erpo,handgun and long gun,,
WI1036,Wisconsin,55,10,prohibited possessor,dvro,handgun and long gun,,
WI1037,Wisconsin,55,12,safety training required,,long gun,,
WI1038,Wisconsin,55,10,prohibited possessor,mental health,handgun and long gun,,
WI1039,Wisconsin,55,4,child access laws,negligent storage,handgun and long gun,,
WI1040,Wisconsin,55,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
WI1041,Wisconsin,55,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
WI1042,Wisconsin,55,8,open carry,not restricted,long gun,,
WI1043,Wisconsin,55,7,minimum age,purchase and sale,long gun,,
WI1044,Wisconsin,55,7,minimum age,purchase and sale,handgun,,
WI1045,Wisconsin,55,6,firearm sales restrictions,,handgun and long gun,,
WI1046,Wisconsin,55,9,permit to purchase,,handgun,,
WI1047,Wisconsin,55,9,permit to purchase,,long gun,,
WI1048,Wisconsin,55,14,firearm removal at scene of domestic violence,,handgun and long gun,,
WI1049,Wisconsin,55,13,firearms in college/university,,handgun and long gun,,
WI1050,Wisconsin,55,13,firearms in college/university,public : CCW not allowed,handgun,Restrictive,Implement
WI1051,Wisconsin,55,12,local laws preempted by state,,handgun and long gun,,
WI1052,Wisconsin,55,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
WI1053,Wisconsin,55,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
WI1054,Wisconsin,55,11,required reporting of lost or stolen firearms,,handgun and long gun,,
WY1001,Wyoming,56,1,background checks,private sales,handgun,,
WY1002,Wyoming,56,1,background checks,sales from dealer,handgun,,
WY1003,Wyoming,56,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Modify
WY1004,Wyoming,56,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
WY1005,Wyoming,56,2,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,Permissive,Modify
WY1006,Wyoming,56,3,castle doctrine,,handgun and long gun,Permissive,Modify
WY1007,Wyoming,56,3,castle doctrine,,handgun and long gun,Permissive,Implement
WY1008,Wyoming,56,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
WY1009,Wyoming,56,5,dealer license,,handgun,,
WY1010,Wyoming,56,7,minimum age,youth possession,handgun,,
WY1011,Wyoming,56,7,minimum age,purchase and sale,handgun,,
WY1013,Wyoming,56,8,open carry,not restricted,handgun,,
WY1014,Wyoming,56,11,registration,,handgun,,
WY1015,Wyoming,56,13,waiting period,,handgun,,
WY1016,Wyoming,56,1,background checks,sales from dealer,long gun,,
WY1017,Wyoming,56,1,background checks,private sales,long gun,,
WY1018,Wyoming,56,1,background checks,sales from dealer,long gun,Restrictive,Implement
WY1019,Wyoming,56,5,dealer license,,long gun,,
WY1020,Wyoming,56,11,registration,,long gun,,
WY1021,Wyoming,56,4,child access laws,negligent storage,handgun and long gun,,
WY1022,Wyoming,56,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
WY1023,Wyoming,56,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
WY1024,Wyoming,56,12,safety training required,,handgun,,
WY1025,Wyoming,56,3,castle doctrine,stand your ground,handgun and long gun,Permissive,Modify
WY1026,Wyoming,56,10,prohibited possessor,erpo,handgun and long gun,,
WY1027,Wyoming,56,10,prohibited possessor,dvro,handgun and long gun,,
WY1028,Wyoming,56,7,minimum age,purchase and sale,long gun,,
WY1029,Wyoming,56,13,waiting period,,long gun,,
WY1030,Wyoming,56,7,minimum age,purchase and sale,handgun,Restrictive,Implement
WY1031,Wyoming,56,7,minimum age,purchase and sale,long gun,Restrictive,Implement
WY1032,Wyoming,56,1,background checks,sales from dealer,handgun,,
WY1033,Wyoming,56,12,safety training required,,long gun,,
WY1034,Wyoming,56,7,minimum age,youth possession,long gun,,
WY1035,Wyoming,56,10,prohibited possessor,mental health,handgun and long gun,,
WY1036,Wyoming,56,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
WY1037,Wyoming,56,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
